"trial_type","trial_index","time_elapsed","internal_node_id","rt","responses","partNum","view_history","key_press","images","key_choice","image_i_chosen","feedback_correct","phase","correct_stim","correct","score"
"pavlovia","0","11","0.0-0.0","","","","","","","","","","","","",""
"survey-text","1","9785","0.0-1.0","9772","{""Q0"":""2""}","""2""","","","","","","","","","",""
"instructions","2","22705","0.0-2.0-0.0","12920","","","[{""page_index"":0,""viewing_time"":1764},{""page_index"":1,""viewing_time"":8833},{""page_index"":2,""viewing_time"":1034},{""page_index"":3,""viewing_time"":1289}]","","","","","","","","",""
"two-choice","3","25699","0.0-3.0-0.0","1489","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","0"
"two-choice","4","28361","0.0-3.1-0.1","401","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","1"
"two-choice","5","31378","0.0-3.2-0.2","757","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","2"
"two-choice","6","34060","0.0-3.3-0.3","423","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","2"
"two-choice","7","36754","0.0-3.4-0.4","432","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","3"
"two-choice","8","39397","0.0-3.5-0.5","385","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","4"
"two-choice","9","42163","0.0-3.6-0.6","508","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","5"
"two-choice","10","44767","0.0-3.7-0.7","345","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","6"
"two-choice","11","47497","0.0-3.8-0.8","466","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","6"
"two-choice","12","50150","0.0-3.9-0.9","381","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","6"
"two-choice","13","52935","0.0-3.10-0.10","522","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","6"
"two-choice","14","55561","0.0-3.11-0.11","364","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","7"
"two-choice","15","58271","0.0-3.12-0.12","451","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","8"
"two-choice","16","61030","0.0-3.13-0.13","502","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","8"
"two-choice","17","63709","0.0-3.14-0.14","423","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","9"
"two-choice","18","66380","0.0-3.15-0.15","406","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","9"
"two-choice","19","68971","0.0-3.16-0.16","326","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","10"
"two-choice","20","71621","0.0-3.17-0.17","388","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","10"
"two-choice","21","74370","0.0-3.18-0.18","489","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","10"
"two-choice","22","77007","0.0-3.19-0.19","379","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","10"
"two-choice","23","79560","0.0-3.20-0.20","297","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","11"
"two-choice","24","82404","0.0-3.21-0.21","586","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","12"
"two-choice","25","85089","0.0-3.22-0.22","425","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","12"
"two-choice","26","87664","0.0-3.23-0.23","318","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","13"
"two-choice","27","90328","0.0-3.24-0.24","405","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","14"
"two-choice","28","92957","0.0-3.25-0.25","371","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","15"
"two-choice","29","95525","0.0-3.26-0.26","306","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","16"
"two-choice","30","98142","0.0-3.27-0.27","357","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","16"
"two-choice","31","100990","0.0-3.28-0.28","586","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","17"
"two-choice","32","103636","0.0-3.29-0.29","386","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","17"
"two-choice","33","106284","0.0-3.30-0.30","386","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","18"
"two-choice","34","108965","0.0-3.31-0.31","422","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","19"
"two-choice","35","111620","0.0-3.32-0.32","399","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","19"
"two-choice","36","114242","0.0-3.33-0.33","360","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","19"
"two-choice","37","116862","0.0-3.34-0.34","361","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","20"
"two-choice","38","119505","0.0-3.35-0.35","382","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","21"
"two-choice","39","122130","0.0-3.36-0.36","363","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","22"
"two-choice","40","126777","0.0-3.37-0.37","2387","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","22"
"two-choice","41","129638","0.0-3.38-0.38","600","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","23"
"two-choice","42","132282","0.0-3.39-0.39","383","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","23"
"two-choice","43","135007","0.0-3.40-0.40","463","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","24"
"two-choice","44","137656","0.0-3.41-0.41","391","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","25"
"two-choice","45","140563","0.0-3.42-0.42","649","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","26"
"two-choice","46","143198","0.0-3.43-0.43","379","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","27"
"two-choice","47","145828","0.0-3.44-0.44","364","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","28"
"two-choice","48","148426","0.0-3.45-0.45","331","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","29"
"two-choice","49","151096","0.0-3.46-0.46","410","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","30"
"two-choice","50","153739","0.0-3.47-0.47","384","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","31"
"two-choice","51","156352","0.0-3.48-0.48","350","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","31"
"two-choice","52","159061","0.0-3.49-0.49","449","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","32"
"two-choice","53","161786","0.0-3.50-0.50","466","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","33"
"two-choice","54","164566","0.0-3.51-0.51","521","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","33"
"two-choice","55","167224","0.0-3.52-0.52","394","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","34"
"two-choice","56","170013","0.0-3.53-0.53","522","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","34"
"two-choice","57","172634","0.0-3.54-0.54","362","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","35"
"two-choice","58","175281","0.0-3.55-0.55","386","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","35"
"two-choice","59","177914","0.0-3.56-0.56","370","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","35"
"two-choice","60","180598","0.0-3.57-0.57","425","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","35"
"two-choice","61","183217","0.0-3.58-0.58","359","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","35"
"two-choice","62","185872","0.0-3.59-0.59","392","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","35"
"two-choice","63","188496","0.0-3.60-0.60","367","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","36"
"two-choice","64","191171","0.0-3.61-0.61","414","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","37"
"two-choice","65","193821","0.0-3.62-0.62","388","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","38"
"two-choice","66","196508","0.0-3.63-0.63","423","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","39"
"two-choice","67","199177","0.0-3.64-0.64","406","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","39"
"two-choice","68","201813","0.0-3.65-0.65","375","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","40"
"two-choice","69","204492","0.0-3.66-0.66","415","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","40"
"two-choice","70","207106","0.0-3.67-0.67","352","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","40"
"two-choice","71","209693","0.0-3.68-0.68","325","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","41"
"two-choice","72","212349","0.0-3.69-0.69","396","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","41"
"two-choice","73","215005","0.0-3.70-0.70","395","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","41"
"two-choice","74","217633","0.0-3.71-0.71","367","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","41"
"two-choice","75","220278","0.0-3.72-0.72","383","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","42"
"two-choice","76","222949","0.0-3.73-0.73","410","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","42"
"two-choice","77","225602","0.0-3.74-0.74","396","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","43"
"two-choice","78","228205","0.0-3.75-0.75","340","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","43"
"two-choice","79","230788","0.0-3.76-0.76","322","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","43"
"two-choice","80","233409","0.0-3.77-0.77","362","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","44"
"two-choice","81","236072","0.0-3.78-0.78","402","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","44"
"two-choice","82","238717","0.0-3.79-0.79","387","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","45"
"two-choice","83","241371","0.0-3.80-0.80","398","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","45"
"two-choice","84","244001","0.0-3.81-0.81","372","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","46"
"two-choice","85","246651","0.0-3.82-0.82","385","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","47"
"two-choice","86","249305","0.0-3.83-0.83","393","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","47"
"two-choice","87","251943","0.0-3.84-0.84","375","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","47"
"two-choice","88","254579","0.0-3.85-0.85","370","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","47"
"two-choice","89","257210","0.0-3.86-0.86","375","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","48"
"two-choice","90","259874","0.0-3.87-0.87","402","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","48"
"two-choice","91","262495","0.0-3.88-0.88","362","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","48"
"two-choice","92","265146","0.0-3.89-0.89","388","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","49"
"two-choice","93","267793","0.0-3.90-0.90","388","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","49"
"two-choice","94","270450","0.0-3.91-0.91","391","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","50"
"two-choice","95","273067","0.0-3.92-0.92","358","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","51"
"two-choice","96","275711","0.0-3.93-0.93","383","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","52"
"two-choice","97","278392","0.0-3.94-0.94","422","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","53"
"two-choice","98","281049","0.0-3.95-0.95","396","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","54"
"two-choice","99","283695","0.0-3.96-0.96","387","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","54"
"two-choice","100","286326","0.0-3.97-0.97","369","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","54"
"two-choice","101","288980","0.0-3.98-0.98","394","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","55"
"two-choice","102","291619","0.0-3.99-0.99","379","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","56"
"two-choice","103","294304","0.0-3.100-0.100","419","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","56"
"two-choice","104","296970","0.0-3.101-0.101","401","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","57"
"two-choice","105","299591","0.0-3.102-0.102","362","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","57"
"two-choice","106","302251","0.0-3.103-0.103","399","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","57"
"two-choice","107","304852","0.0-3.104-0.104","344","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","58"
"two-choice","108","307523","0.0-3.105-0.105","412","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","58"
