"trial_type","trial_index","time_elapsed","internal_node_id","rt","responses","partNum","view_history","key_press","images","key_choice","image_i_chosen","feedback_correct","phase","correct_stim","correct","score"
"two-choice","19","52471","0.0-3.16-0.16","345","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","9"
"two-choice","20","55114","0.0-3.17-0.17","373","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","9"
"two-choice","21","57774","0.0-3.18-0.18","381","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","10"
"two-choice","22","60417","0.0-3.19-0.19","366","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","11"
"two-choice","23","63109","0.0-3.20-0.20","416","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","12"
"two-choice","24","65837","0.0-3.21-0.21","434","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","13"
"two-choice","25","68602","0.0-3.22-0.22","496","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","14"
"two-choice","26","71214","0.0-3.23-0.23","331","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","15"
"two-choice","27","74000","0.0-3.24-0.24","509","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","16"
"two-choice","28","76749","0.0-3.25-0.25","457","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","17"
"two-choice","29","79709","0.0-3.26-0.26","677","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","17"
"two-choice","30","82421","0.0-3.27-0.27","440","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","18"
"two-choice","31","85381","0.0-3.28-0.28","679","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","19"
"two-choice","32","88286","0.0-3.29-0.29","628","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","19"
"two-choice","33","90870","0.0-3.30-0.30","308","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","20"
"two-choice","34","93657","0.0-3.31-0.31","501","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","21"
"two-choice","35","96793","0.0-3.32-0.32","862","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","22"
"two-choice","36","99441","0.0-3.33-0.33","366","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","22"
"two-choice","37","102257","0.0-3.34-0.34","547","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","23"
"two-choice","38","104916","0.0-3.35-0.35","369","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","23"
"two-choice","39","107599","0.0-3.36-0.36","405","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","23"
"two-choice","40","110268","0.0-3.37-0.37","395","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","24"
"two-choice","41","112914","0.0-3.38-0.38","379","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","25"
"two-choice","42","115574","0.0-3.39-0.39","400","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","25"
"two-choice","43","118277","0.0-3.40-0.40","419","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","26"
"two-choice","44","120944","0.0-3.41-0.41","399","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","27"
"two-choice","45","123623","0.0-3.42-0.42","401","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","27"
"two-choice","46","126345","0.0-3.43-0.43","449","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","27"
"two-choice","47","129020","0.0-3.44-0.44","400","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","28"
"two-choice","48","131731","0.0-3.45-0.45","424","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","29"
"two-choice","49","134392","0.0-3.46-0.46","387","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","30"
"two-choice","50","137042","0.0-3.47-0.47","374","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","31"
"two-choice","51","139758","0.0-3.48-0.48","441","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","31"
"two-choice","52","142365","0.0-3.49-0.49","344","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","32"
"two-choice","53","145025","0.0-3.50-0.50","370","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","33"
"two-choice","54","147721","0.0-3.51-0.51","420","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","33"
"two-choice","55","150511","0.0-3.52-0.52","512","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","34"
"two-choice","56","153199","0.0-3.53-0.53","413","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","35"
"two-choice","57","155922","0.0-3.54-0.54","446","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","35"
"two-choice","58","158573","0.0-3.55-0.55","365","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","36"
"two-choice","59","161596","0.0-3.56-0.56","744","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","37"
"two-choice","60","164363","0.0-3.57-0.57","487","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","38"
"two-choice","61","167043","0.0-3.58-0.58","387","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","39"
"two-choice","62","169740","0.0-3.59-0.59","419","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","40"
"two-choice","63","172313","0.0-3.60-0.60","295","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","41"
"two-choice","64","174981","0.0-3.61-0.61","388","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","42"
"two-choice","65","177620","0.0-3.62-0.62","358","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","42"
"two-choice","66","180287","0.0-3.63-0.63","391","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","42"
"two-choice","67","182937","0.0-3.64-0.64","371","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","43"
"two-choice","68","185607","0.0-3.65-0.65","402","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","44"
"two-choice","69","188282","0.0-3.66-0.66","399","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","45"
"two-choice","70","191044","0.0-3.67-0.67","486","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","46"
"two-choice","71","193696","0.0-3.68-0.68","371","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","46"
"two-choice","72","196426","0.0-3.69-0.69","459","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","46"
"two-choice","73","199170","0.0-3.70-0.70","471","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","47"
"two-choice","74","201821","0.0-3.71-0.71","381","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","48"
"two-choice","75","204453","0.0-3.72-0.72","364","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","49"
"two-choice","76","207136","0.0-3.73-0.73","416","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","50"
"two-choice","77","209763","0.0-3.74-0.74","347","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","51"
"two-choice","78","212444","0.0-3.75-0.75","403","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","52"
"two-choice","79","215181","0.0-3.76-0.76","472","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","52"
"two-choice","80","217778","0.0-3.77-0.77","318","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","53"
"two-choice","81","220438","0.0-3.78-0.78","375","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","53"
"two-choice","82","223188","0.0-3.79-0.79","484","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","54"
"two-choice","83","225858","0.0-3.80-0.80","389","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","54"
"two-choice","84","228540","0.0-3.81-0.81","402","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","55"
"two-choice","85","231272","0.0-3.82-0.82","471","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","56"
"two-choice","86","234038","0.0-3.83-0.83","488","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","57"
"two-choice","87","236761","0.0-3.84-0.84","440","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","58"
"two-choice","88","239463","0.0-3.85-0.85","440","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","58"
"two-choice","89","242094","0.0-3.86-0.86","357","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","59"
"two-choice","90","244685","0.0-3.87-0.87","316","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","60"
"two-choice","91","247441","0.0-3.88-0.88","475","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","60"
"two-choice","92","250513","0.0-3.89-0.89","802","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","61"
"two-choice","93","253301","0.0-3.90-0.90","513","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","62"
"two-choice","94","255936","0.0-3.91-0.91","358","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","62"
"two-choice","95","258394","0.0-3.92-0.92","179","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","62"
"two-choice","96","261105","0.0-3.93-0.93","433","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","62"
"two-choice","97","263646","0.0-3.94-0.94","246","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","63"
"two-choice","98","266223","0.0-3.95-0.95","298","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","63"
"two-choice","99","268815","0.0-3.96-0.96","302","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","63"
"two-choice","100","271846","0.0-3.97-0.97","761","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","64"
"two-choice","101","274534","0.0-3.98-0.98","417","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","65"
"two-choice","102","277217","0.0-3.99-0.99","397","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","66"
"two-choice","103","279819","0.0-3.100-0.100","321","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","67"
"two-choice","104","282480","0.0-3.101-0.101","378","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","67"
"two-choice","105","284970","0.0-3.102-0.102","212","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","68"
"two-choice","106","287687","0.0-3.103-0.103","444","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","68"
"two-choice","107","290537","0.0-3.104-0.104","566","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","68"
"two-choice","108","293180","0.0-3.105-0.105","371","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","68"
"two-choice","109","295616","0.0-3.106-0.106","147","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","69"
"two-choice","110","298431","0.0-3.107-0.107","544","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","70"
"two-choice","111","301382","0.0-3.108-0.108","681","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","71"
"two-choice","112","303932","0.0-3.109-0.109","273","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","71"
"two-choice","113","306671","0.0-3.110-0.110","471","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","71"
"two-choice","114","309346","0.0-3.111-0.111","401","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","72"
"two-choice","115","312029","0.0-3.112-0.112","403","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","73"
"two-choice","116","314665","0.0-3.113-0.113","355","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","74"
"two-choice","117","317306","0.0-3.114-0.114","364","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","74"
"two-choice","118","319994","0.0-3.115-0.115","404","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","75"
"two-choice","119","322677","0.0-3.116-0.116","401","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","75"
"two-choice","120","325724","0.0-3.117-0.117","773","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","76"
"two-choice","121","328419","0.0-3.118-0.118","427","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","76"
"two-choice","122","331048","0.0-3.119-0.119","354","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","76"
"two-choice","123","333714","0.0-3.120-0.120","389","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","77"
"two-choice","124","336476","0.0-3.121-0.121","474","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","78"
"two-choice","125","339191","0.0-3.122-0.122","435","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","79"
"two-choice","126","341927","0.0-3.123-0.123","451","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","80"
"two-choice","127","344985","0.0-3.124-0.124","780","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","81"
"two-choice","128","348015","0.0-3.125-0.125","757","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","82"
"two-choice","129","350699","0.0-3.126-0.126","391","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","83"
"two-choice","130","353466","0.0-3.127-0.127","488","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","84"
"two-choice","131","356137","0.0-3.128-0.128","392","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","85"
"two-choice","132","358762","0.0-3.129-0.129","357","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","86"
"two-choice","133","361472","0.0-3.130-0.130","433","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","87"
"two-choice","134","364792","0.0-3.131-0.131","1032","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","88"
"two-choice","135","367512","0.0-3.132-0.132","448","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","88"
"two-choice","136","370435","0.0-3.133-0.133","643","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","89"
"two-choice","137","373324","0.0-3.134-0.134","625","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","90"
