"trial_type","trial_index","time_elapsed","internal_node_id","rt","responses","partNum","view_history","key_press","images","key_choice","image_i_chosen","feedback_correct","phase","correct_stim","correct","score"
"two-choice","23","67645","0.0-3.20-0.20","367","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","17"
"two-choice","24","70546","0.0-3.21-0.21","639","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","18"
"two-choice","25","73413","0.0-3.22-0.22","605","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","18"
"two-choice","26","76096","0.0-3.23-0.23","418","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","18"
"two-choice","27","78848","0.0-3.24-0.24","487","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","19"
"two-choice","28","81452","0.0-3.25-0.25","342","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","20"
"two-choice","29","84114","0.0-3.26-0.26","397","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","20"
"two-choice","30","86734","0.0-3.27-0.27","355","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","20"
"two-choice","31","89300","0.0-3.28-0.28","299","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","21"
"two-choice","32","91855","0.0-3.29-0.29","289","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","21"
"two-choice","33","94401","0.0-3.30-0.30","281","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","21"
"two-choice","34","97024","0.0-3.31-0.31","357","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","22"
"two-choice","35","99752","0.0-3.32-0.32","460","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","22"
"two-choice","36","102366","0.0-3.33-0.33","353","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","22"
"two-choice","37","104954","0.0-3.34-0.34","325","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","22"
"two-choice","38","107700","0.0-3.35-0.35","485","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","22"
"two-choice","39","110325","0.0-3.36-0.36","362","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","23"
"two-choice","40","112971","0.0-3.37-0.37","383","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","24"
"two-choice","41","115601","0.0-3.38-0.38","365","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","25"
"two-choice","42","118271","0.0-3.39-0.39","403","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","26"
"two-choice","43","120973","0.0-3.40-0.40","435","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","26"
"two-choice","44","123586","0.0-3.41-0.41","350","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","27"
"two-choice","45","126256","0.0-3.42-0.42","406","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","27"
"two-choice","46","128968","0.0-3.43-0.43","444","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","27"
"two-choice","47","131581","0.0-3.44-0.44","351","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","28"
"two-choice","48","134167","0.0-3.45-0.45","323","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","29"
"two-choice","49","136838","0.0-3.46-0.46","407","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","30"
"two-choice","50","139524","0.0-3.47-0.47","421","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","30"
"two-choice","51","142142","0.0-3.48-0.48","352","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","31"
"two-choice","52","144816","0.0-3.49-0.49","409","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","31"
"two-choice","53","147408","0.0-3.50-0.50","323","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","32"
"two-choice","54","149981","0.0-3.51-0.51","309","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","32"
"two-choice","55","152523","0.0-3.52-0.52","276","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","32"
"two-choice","56","155075","0.0-3.53-0.53","287","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","32"
"two-choice","57","157714","0.0-3.54-0.54","374","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","32"
"two-choice","58","160308","0.0-3.55-0.55","330","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","33"
"two-choice","59","163013","0.0-3.56-0.56","439","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","34"
"two-choice","60","165642","0.0-3.57-0.57","367","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","35"
"two-choice","61","168279","0.0-3.58-0.58","372","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","36"
"two-choice","62","170880","0.0-3.59-0.59","335","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","37"
"two-choice","63","173583","0.0-3.60-0.60","441","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","38"
"two-choice","64","176197","0.0-3.61-0.61","349","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","38"
"two-choice","65","178797","0.0-3.62-0.62","333","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","39"
"two-choice","66","181464","0.0-3.63-0.63","403","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","40"
"two-choice","67","184083","0.0-3.64-0.64","354","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","41"
"two-choice","68","186989","0.0-3.65-0.65","641","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","42"
"two-choice","69","190114","0.0-3.66-0.66","859","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","43"
"two-choice","70","192930","0.0-3.67-0.67","559","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","44"
"two-choice","71","195572","0.0-3.68-0.68","378","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","45"
"two-choice","72","198198","0.0-3.69-0.69","358","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","45"
"two-choice","73","200850","0.0-3.70-0.70","387","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","45"
"two-choice","74","203507","0.0-3.71-0.71","395","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","45"
"two-choice","75","206141","0.0-3.72-0.72","368","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","45"
"two-choice","76","208767","0.0-3.73-0.73","361","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","45"
"two-choice","77","211439","0.0-3.74-0.74","403","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","46"
"two-choice","78","214092","0.0-3.75-0.75","387","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","47"
"two-choice","79","216767","0.0-3.76-0.76","410","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","48"
"two-choice","80","219405","0.0-3.77-0.77","372","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","49"
"two-choice","81","222130","0.0-3.78-0.78","462","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","49"
"two-choice","82","224755","0.0-3.79-0.79","363","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","50"
"two-choice","83","227382","0.0-3.80-0.80","364","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","51"
"two-choice","84","230108","0.0-3.81-0.81","465","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","52"
"two-choice","85","232755","0.0-3.82-0.82","384","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","53"
"two-choice","86","235364","0.0-3.83-0.83","345","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","53"
"two-choice","87","238055","0.0-3.84-0.84","425","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","54"
"two-choice","88","240992","0.0-3.85-0.85","672","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","55"
"two-choice","89","243892","0.0-3.86-0.86","635","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","56"
"two-choice","90","246706","0.0-3.87-0.87","552","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","56"
"two-choice","91","249509","0.0-3.88-0.88","539","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","57"
"two-choice","92","252439","0.0-3.89-0.89","665","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","57"
"two-choice","93","255068","0.0-3.90-0.90","364","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","58"
"two-choice","94","257671","0.0-3.91-0.91","337","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","58"
"two-choice","95","260318","0.0-3.92-0.92","377","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","58"
"two-choice","96","262940","0.0-3.93-0.93","357","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","59"
"two-choice","97","265560","0.0-3.94-0.94","359","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","59"
"two-choice","98","268207","0.0-3.95-0.95","384","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","60"
"two-choice","99","275767","0.0-3.96-0.96","5293","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","61"
"two-choice","100","278563","0.0-3.97-0.97","533","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","62"
"two-choice","101","281182","0.0-3.98-0.98","352","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","63"
"two-choice","102","283815","0.0-3.99-0.99","368","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","63"
"two-choice","103","286446","0.0-3.100-0.100","369","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","63"
"two-choice","104","289134","0.0-3.101-0.101","420","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","63"
"two-choice","105","292135","0.0-3.102-0.102","735","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","63"
"two-choice","106","295050","0.0-3.103-0.103","651","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","64"
"two-choice","107","297680","0.0-3.104-0.104","365","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","65"
"two-choice","108","300309","0.0-3.105-0.105","365","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","65"
"two-choice","109","302884","0.0-3.106-0.106","309","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","66"
"two-choice","110","305705","0.0-3.107-0.107","560","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","66"
"two-choice","111","308440","0.0-3.108-0.108","469","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","66"
"two-choice","112","311300","0.0-3.109-0.109","593","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","66"
"two-choice","113","314069","0.0-3.110-0.110","507","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","66"
"two-choice","114","316742","0.0-3.111-0.111","412","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","66"
"two-choice","115","319342","0.0-3.112-0.112","332","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","66"
"two-choice","116","321959","0.0-3.113-0.113","348","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","66"
"two-choice","117","324640","0.0-3.114-0.114","417","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","66"
"two-choice","118","327284","0.0-3.115-0.115","377","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","67"
"two-choice","119","329998","0.0-3.116-0.116","445","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","68"
"two-choice","120","332642","0.0-3.117-0.117","378","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","69"
"two-choice","121","335267","0.0-3.118-0.118","363","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","70"
"two-choice","122","337917","0.0-3.119-0.119","387","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","70"
"two-choice","123","340567","0.0-3.120-0.120","385","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","71"
"two-choice","124","343234","0.0-3.121-0.121","397","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","71"
"two-choice","125","345917","0.0-3.122-0.122","418","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","1","71"
"two-choice","126","348557","0.0-3.123-0.123","374","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","71"
"two-choice","127","351296","0.0-3.124-0.124","471","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","1","71"
"two-choice","128","353997","0.0-3.125-0.125","439","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","71"
"two-choice","129","356621","0.0-3.126-0.126","357","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","71"
"two-choice","130","359247","0.0-3.127-0.127","360","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","72"
"two-choice","131","361933","0.0-3.128-0.128","419","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","73"
"two-choice","132","364631","0.0-3.129-0.129","433","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","73"
"two-choice","133","367301","0.0-3.130-0.130","407","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","74"
"two-choice","134","370005","0.0-3.131-0.131","441","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","0","75"
"two-choice","135","372727","0.0-3.132-0.132","453","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","76"
"two-choice","136","375399","0.0-3.133-0.133","406","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","77"
"two-choice","137","378013","0.0-3.134-0.134","348","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","0","78"
