"trial_type","trial_index","time_elapsed","internal_node_id","rt","responses","partNum","view_history","key_press","images","key_choice","image_i_chosen","feedback_correct","phase","correct_stim","correct","score"
"two-choice","72","224221","0.0-3.69-0.69","512","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","52"
"two-choice","73","227048","0.0-3.70-0.70","551","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","53"
"two-choice","74","229800","0.0-3.71-0.71","472","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","54"
"two-choice","75","232699","0.0-3.72-0.72","633","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","55"
"two-choice","76","235774","0.0-3.73-0.73","796","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","55"
"two-choice","77","238835","0.0-3.74-0.74","791","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","56"
"two-choice","78","241830","0.0-3.75-0.75","730","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","57"
"two-choice","79","244548","0.0-3.76-0.76","449","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","57"
"two-choice","80","247309","0.0-3.77-0.77","494","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","58"
"two-choice","81","250140","0.0-3.78-0.78","566","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","59"
"two-choice","82","253195","0.0-3.79-0.79","777","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","59"
"two-choice","83","256012","0.0-3.80-0.80","544","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","60"
"two-choice","84","259125","0.0-3.81-0.81","835","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","60"
"two-choice","85","261932","0.0-3.82-0.82","529","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","60"
"two-choice","86","264989","0.0-3.83-0.83","781","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","60"
"two-choice","87","268027","0.0-3.84-0.84","762","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","60"
"two-choice","88","270701","0.0-3.85-0.85","403","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","61"
"two-choice","89","273470","0.0-3.86-0.86","493","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","62"
"two-choice","90","276495","0.0-3.87-0.87","751","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","63"
"two-choice","91","279231","0.0-3.88-0.88","466","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","63"
"two-choice","92","282092","0.0-3.89-0.89","592","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","63"
"two-choice","93","284948","0.0-3.90-0.90","576","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","64"
"two-choice","94","287840","0.0-3.91-0.91","608","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","65"
"two-choice","95","290651","0.0-3.92-0.92","544","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","65"
"two-choice","96","293445","0.0-3.93-0.93","529","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","65"
"two-choice","97","296101","0.0-3.94-0.94","388","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","65"
"two-choice","98","298847","0.0-3.95-0.95","477","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","66"
"two-choice","99","301703","0.0-3.96-0.96","588","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","66"
"two-choice","100","304427","0.0-3.97-0.97","447","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","67"
"two-choice","101","307191","0.0-3.98-0.98","492","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","67"
"two-choice","102","309942","0.0-3.99-0.99","484","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","68"
"two-choice","103","312638","0.0-3.100-0.100","422","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","68"
"two-choice","104","315524","0.0-3.101-0.101","616","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","68"
"two-choice","105","318415","0.0-3.102-0.102","610","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","69"
"two-choice","106","321100","0.0-3.103-0.103","409","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","69"
"two-choice","107","323846","0.0-3.104-0.104","468","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","70"
"two-choice","108","326710","0.0-3.105-0.105","585","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","71"
"two-choice","109","329459","0.0-3.106-0.106","469","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","72"
"two-choice","110","332190","0.0-3.107-0.107","469","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","73"
"two-choice","111","334979","0.0-3.108-0.108","518","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","73"
"two-choice","112","337853","0.0-3.109-0.109","600","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","1","trial","0","1","74"
"two-choice","113","340539","0.0-3.110-0.110","408","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","74"
"two-choice","114","343187","0.0-3.111-0.111","374","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","74"
"two-choice","115","345814","0.0-3.112-0.112","359","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","74"
"two-choice","116","348379","0.0-3.113-0.113","295","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","75"
"two-choice","117","351116","0.0-3.114-0.114","475","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","75"
"two-choice","118","353767","0.0-3.115-0.115","368","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","75"
"two-choice","119","356399","0.0-3.116-0.116","360","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","75"
"two-choice","120","359095","0.0-3.117-0.117","422","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","75"
"two-choice","121","361676","0.0-3.118-0.118","314","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","76"
"two-choice","122","364548","0.0-3.119-0.119","588","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","1","trial","0","1","77"
"two-choice","123","367211","0.0-3.120-0.120","389","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","77"
"two-choice","124","369845","0.0-3.121-0.121","362","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","78"
"two-choice","125","372510","0.0-3.122-0.122","392","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","1","trial","1","1","79"
"two-choice","126","375331","0.0-3.123-0.123","553","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","79"
"two-choice","127","377982","0.0-3.124-0.124","367","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","79"
"two-choice","128","381108","0.0-3.125-0.125","855","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","80"
"two-choice","129","383867","0.0-3.126-0.126","488","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","80"
"two-choice","130","386532","0.0-3.127-0.127","397","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","81"
"two-choice","131","389127","0.0-3.128-0.128","313","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","82"
"two-choice","132","391764","0.0-3.129-0.129","367","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","83"
"two-choice","133","394331","0.0-3.130-0.130","290","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","1","trial","1","1","84"
"two-choice","134","397032","0.0-3.131-0.131","425","","","","2","images/slot1_up.png,images/slot2_up.png","1","1","0","trial","0","0","84"
"two-choice","135","399879","0.0-3.132-0.132","576","","","","0","images/slot1_up.png,images/slot2_up.png","0","0","0","trial","1","0","84"
"two-choice","136","402652","0.0-3.133-0.133","506","","","","0","images/slot2_up.png,images/slot1_up.png","0","1","0","trial","0","0","84"
"two-choice","137","405357","0.0-3.134-0.134","434","","","","2","images/slot2_up.png,images/slot1_up.png","1","0","0","trial","1","0","84"
